Parent	Rule	D1	D2	revisedXrule	revisedYrule	revisedZrule
ABplppapp	0	ABplppappa	ABplppappp	0.789195508	-0.320297811	0.352044919
ABplppappa	0	ABplppappaa	ABplppappap	0.91490995	-0.043261837	0.158769853
ABplppappp	0	ABplppapppa	ABplppapppp	0.930656586	0.042581595	0.18696074
ABplppp	0	ABplpppa	ABplpppp	0.921449146	-0.030499134	0.097353234
ABplpppa	0	ABplpppaa	ABplpppap	0.782932254	-0.038578062	-0.387725268
ABplpppaa	0	ABplpppaaa	ABplpppaap	0.803422506	-0.239619877	0.235910358
ABplpppaaa	0	ABplpppaaaa	ABplpppaaap	0.902763433	0.165284821	-0.017929111
ABplpppaap	0	ABplpppaapa	ABplpppaapp	0.923548044	-0.016823482	-0.084357437
ABplpppap	0	ABplpppapa	ABplpppapp	0.554474372	-0.624951401	0.299988664
ABplpppapa	0	ABplpppapaa	ABplpppapap	0.348647679	-0.810661097	-0.112551692
ABplpppapp	0	ABplpppappa	ABplpppappp	0.874157276	0.485642931	0
ABplpppp	0	ABplppppa	ABplppppp	0.834786429	-0.195613085	0.099902766
ABplppppa	0	ABplppppaa	ABplppppap	0.821244851	-0.348185078	0.15339032
ABplppppaa	0	ABplppppaaa	ABplppppaap	0.862665119	-0.111338804	-0.201332342
ABplppppap	0	ABplppppapa	ABplppppapp	0.410211708	-0.808811573	-0.063280916
ABplppppp	0	ABplpppppa	ABplpppppp	0.802114806	-0.191123938	0.136338102
ABplpppppa	0	ABplpppppaa	ABplpppppap	0.473754539	-0.288255601	0.755406498
ABplpppppp	0	ABplppppppa	ABplppppppp	0.747288611	0.336993294	-0.210622955
ABpr	0	ABpra	ABprp	0.35848647	0.75013981	0.307219542
ABpra	0	ABpraa	ABprap	0.78321079	0.166197951	-0.441583813
ABpraa	0	ABpraaa	ABpraap	0.584252432	0.459443716	0.54297927
ABpraaa	0	ABpraaaa	ABpraaap	0.474085622	0.510223872	-0.566728273
ABpraaaa	0	ABpraaaaa	ABpraaaap	0.804368411	-0.186895335	-0.335977837
ABpraaaaa	0	ABpraaaaaa	ABpraaaaap	0.763754773	-0.330056812	-0.239249658
ABpraaaaaa	0	ABpraaaaaaa	ABpraaaaaap	0.780313725	-0.168975952	0.419760793
ABpraaaaap	0	ABpraaaaapd	ABpraaaaapv	0.015907373	0.035312917	0.981619253
ABpraaaap	0	ABpraaaapa	ABpraaaapp	0.804322534	-0.161561792	-0.445690443
ABpraaaapa	0	ABpraaaapad	ABpraaaapav	-0.224834881	0.515072131	0.738980316
ABpraaaapp	0	ABpraaaappa	ABpraaaappp	0.479051753	-0.021951351	-0.716750369
ABpraaap	0	ABpraaapa	ABpraaapp	0.809881385	0.31379706	-0.16484164
ABpraaapa	0	ABpraaapaa	ABpraaapap	0.798071625	-0.306919005	-0.287018289
ABpraaapaa	0	ABpraaapaad	ABpraaapaav	-0.045912245	0.788771183	0.406752114
ABpraaapap	0	ABpraaapapa	ABpraaapapp	0.608828484	-0.542759283	-0.380999505
ABpraaapp	0	ABpraaappa	ABpraaappp	0.790613907	-0.362514651	-0.269201576
ABpraaappa	0	ABpraaappaa	ABpraaappap	0.590224035	-0.458277453	-0.552902548
ABpraaappp	0	ABpraaapppa	ABpraaapppp	0.494144277	-0.474226293	-0.622947883
ABpraaapppa	0	ABpraaapppaa	ABpraaapppap	0.793284516	-0.27998277	-0.540656384
ABpraaapppp	0	ABpraaappppa	ABpraaappppp	0.960298711	-0.225952638	0.163620876
ABpraap	0	ABpraapa	ABpraapp	0.419845559	0.669155368	-0.352040096
ABpraapa	0	ABpraapaa	ABpraapap	0.826573418	0.149553808	-0.25536848
ABpraapaa	0	ABpraapaaa	ABpraapaap	0.886559292	-0.200210449	-0.041646122
ABpraapaaa	0	ABpraapaaaa	ABpraapaaap	0.57463688	-0.60247946	-0.359372542
ABpraapaap	0	ABpraapaapa	ABpraapaapp	0.858529741	-0.197509505	-0.155499358
ABpraapap	0	ABpraapapa	ABpraapapp	0.887894456	0.138609172	0.004169407
ABpraapapa	0	ABpraapapaa	ABpraapapap	0.684472697	-0.548876434	-0.286957152
ABpraapapp	0	ABpraapappa	ABpraapappp	0.790300222	-0.341975789	0.010541348
ABpraapp	0	ABpraappa	ABpraappp	0.851613968	0.277659879	0.080268935
ABpraappa	0	ABpraappaa	ABpraappap	0.883858514	0.054942296	0.103919703
ABpraappp	0	ABpraapppa	ABpraapppp	0.89796835	0.147527036	0.156660497
ABprap	0	ABprapa	ABprapp	0.826228003	0.422096652	0.21453931
ABprapa	0	ABprapaa	ABprapap	0.370678845	0.686126088	-0.256513427
ABprapaa	0	ABprapaaa	ABprapaap	0.854909205	0.155753973	-0.030210155
ABprapaaa	0	ABprapaaaa	ABprapaaap	0.87628135	0.128117426	0.00577725
ABprapaaaa	0	ABprapaaaaa	ABprapaaaap	0.155652993	0.020056655	-0.891370038
ABprapaaap	0	ABprapaaapa	ABprapaaapp	0.766598157	-0.37326554	-0.242922469
ABprapaap	0	ABprapaapa	ABprapaapp	0.826050805	0.035950974	0.358518469
ABprapap	0	ABprapapa	ABprapapp	0.773364336	0.452308903	-0.059476688
ABprapapa	0	ABprapapaa	ABprapapap	0.691770497	0.217495832	0.537506659
ABprapapp	0	ABprapappa	ABprapappp	0.261070487	0.279548714	0.825288595
ABprapappp	0	ABprapapppa	ABprapapppp	0.367292299	0.374524643	0.765975426
ABprapp	0	ABprappa	ABprappp	0.155575343	0.870312075	-0.123611883
ABprappa	0	ABprappaa	ABprappap	0.698098303	0.584635828	-0.036678403
ABprappaa	0	ABprappaaa	ABprappaap	0.759588411	0.397880579	0.333388387
ABprappap	0	ABprappapa	ABprappapp	0.750206894	0.307085378	0.438163634
ABprappp	0	ABprapppa	ABprapppp	0.405813179	0.788954999	0.211994305
ABprapppa	0	ABprapppaa	ABprapppap	0.675865757	0.527008084	0.203940204
ABprapppaa	0	ABprapppaaa	ABprapppaap	0.545825194	0.416182294	0.614335779
ABprapppap	0	ABprapppapa	ABprapppapp	0.316517691	0.624401672	0.624564217
ABprapppp	0	ABprappppa	ABprappppp	0.163054639	0.815351673	0.25370448
ABprp	0	ABprpa	ABprpp	0.738862245	0.067767624	-0.499520254
ABprpa	0	ABprpaa	ABprpap	0.457833193	0.763938421	0.187074649
ABprpaa	0	ABprpaaa	ABprpaap	0.612385946	0.442270954	-0.417125117
ABprpaaa	0	ABprpaaaa	ABprpaaap	0.891533979	-0.030345931	0.1582182
ABprpaaaa	0	ABprpaaaaa	ABprpaaaap	0.886533054	-0.144087773	0.100327015
ABprpaaaaa	0	ABprpaaaaaa	ABprpaaaaap	0.795825511	-0.342876629	-0.15064874
ABprpaaaap	0	ABprpaaaapa	ABprpaaaapp	0.766612785	-0.106798487	-0.483358074
ABprpaaap	0	ABprpaaapa	ABprpaaapp	0.859593893	-0.130325313	-0.188692602
ABprpaaapa	0	ABprpaaapaa	ABprpaaapap	0.610825725	-0.460716143	-0.490569395
ABprpaaapp	0	ABprpaaappa	ABprpaaappp	0.789758736	-0.212481181	-0.368968283
ABprpaap	0	ABprpaapa	ABprpaapp	0.8775668	0.151084948	0.192494356
ABprpaapa	0	ABprpaapaa	ABprpaapap	0.821215469	-0.332886239	-0.274944051
ABprpaapaa	0	ABprpaapaaa	ABprpaapaap	0.338997855	-0.666336721	-0.509225545
ABprpaapap	0	ABprpaapapa	ABprpaapapp	0.480811936	-0.17868591	0.801142996
ABprpaapp	0	ABprpaappa	ABprpaappp	0.87953765	-0.068709589	0.136658003
ABprpaappa	0	ABprpaappaa	ABprpaappap	0.611262128	-0.209489652	-0.677017708
ABprpaappp	0	ABprpaapppa	ABprpaapppp	0.924765561	0.005209599	0.019922785
ABprpap	0	ABprpapa	ABprpapp	0.299090399	0.848125091	-0.07466864
ABprpapa	0	ABprpapaa	ABprpapap	0.85938816	0.262721203	0.165516195
ABprpapaa	0	ABprpapaaa	ABprpapaap	0.783148795	0.116463458	0.270139864
ABprpapaaa	0	ABprpapaaaa	ABprpapaaap	0.879051093	-0.071967668	-0.085722391
ABprpapaap	0	ABprpapaapa	ABprpapaapp	0.905334495	-0.057030253	-0.041665123
ABprpapap	0	ABprpapapa	ABprpapapp	0.85470892	0.216860378	0.153733276
ABprpapapa	0	ABprpapapaa	ABprpapapap	0.856146602	-0.009874408	-0.139224942
ABprpapapp	0	ABprpapappa	ABprpapappp	0.626612408	0.626713927	0.201707326
ABprpapp	0	ABprpappa	ABprpappp	0.882290742	0.356551186	0.019930882
ABprpappa	0	ABprpappaa	ABprpappap	0.855482931	0.303983723	0.079416186
ABprpappaa	0	ABprpappaaa	ABprpappaap	0.79245291	-0.400027202	-0.195518093
ABprpappap	0	ABprpappapa	ABprpappapp	0.838054437	0.324458308	0.201865791
ABprpappp	0	ABprpapppa	ABprpapppp	0.837971778	0.373040891	-0.021710571
ABprpapppa	0	ABprpapppaa	ABprpapppap	0.786278964	0.424870795	0.198559819
ABprpapppp	0	ABprpappppa	ABprpappppp	0.744371231	0.381717892	0.194220845
ABprpp	0	ABprppa	ABprppp	0.215094048	0.762138512	0.403357146
ABprppa	0	ABprppaa	ABprppap	0.359005065	0.736058741	-0.385967327
ABprppaa	0	ABprppaaa	ABprppaap	0.846857031	0.325708971	0.16270524
ABprppaaa	0	ABprppaaaa	ABprppaaap	0.806283215	-0.214732984	0.182927301
ABprppaaaa	0	ABprppaaaaa	ABprppaaaap	0.876444198	-0.243480569	0.066407398
ABprppaap	0	ABprppaapa	ABprppaapp	0.869841994	0.00616166	0.139422943
ABprppaapa	0	ABprppaapaa	ABprppaapap	0.844198437	-0.02464825	0.110311965
ABprppaapp	0	ABprppaappa	ABprppaappp	0.908437056	-0.0328345	0.149913373
ABprppap	0	ABprppapa	ABprppapp	0.828257528	0.280153082	0.145222163
ABprppapa	0	ABprppapaa	ABprppapap	0.86675521	0.169210751	0.176859728
ABprppapaa	0	ABprppapaaa	ABprppapaap	0.904120566	0.052582467	-0.016310893
ABprppapap	0	ABprppapapa	ABprppapapp	0.826995368	0.127213182	-0.229087068
ABprppapp	0	ABprppappa	ABprppappp	0.774260653	0.415940926	0.119942843
ABprppappa	0	ABprppappaa	ABprppappap	0.87791387	0.195766333	0.203551025
ABprppappp	0	ABprppapppa	ABprppapppp	0.903102881	0.069763814	0.026474824
ABprppp	0	ABprpppa	ABprpppp	0.006992412	0.850404526	-0.108794437
ABprpppa	0	ABprpppaa	ABprpppap	0.636060151	0.636447287	-0.111008347
ABprpppaa	0	ABprpppaaa	ABprpppaap	0.769130639	0.390761894	-0.079422712
ABprpppaaa	0	ABprpppaaaa	ABprpppaaap	0.900264382	-0.159678645	0.119008098
ABprpppaap	0	ABprpppaapa	ABprpppaapp	0.890296454	0.024982304	-0.217759411
ABprpppap	0	ABprpppapa	ABprpppapp	0.523761333	0.744678306	-0.019709642
ABprpppapa	0	ABprpppapaa	ABprpppapap	0.398433447	0.774351829	-0.132259306
ABprpppp	0	ABprppppa	ABprppppp	0.40847115	0.818759854	0.064327878
ABprppppa	0	ABprppppaa	ABprppppap	0.744860674	0.419167594	0.096154728
ABprppppaa	0	ABprppppaaa	ABprppppaap	0.873693135	0.248662398	0.078653949
ABprppppap	0	ABprppppapa	ABprppppapp	0.355225779	0.829997038	-0.096908247
ABprppppp	0	ABprpppppa	ABprpppppp	0.736108496	0.38194861	-0.004300759
ABprpppppa	0	ABprpppppaa	ABprpppppap	0.475340626	0.57819568	0.412090118
ABprpppppp	0	ABprppppppa	ABprppppppp	0.857950154	0.204014637	-0.236782034
C	0	Ca	Cp	0.898564527	-0.172601287	0.01243847
Ca	0	Caa	Cap	0.715391879	0.469293902	0.250952974
Caa	0	Caaa	Caap	0.819821503	0.294637325	0.246572135
Caaa	0	Caaaa	Caaap	0.71342122	0.270667372	0.444489388
Caaaa	0	Caaaaa	Caaaap	0.795719076	0.005149807	0.306903416
Caaap	0	Caaapa	Caaapp	0.127194252	-0.004876242	0.966584945
Caap	0	Caapa	Caapp	0.14737754	-0.014609349	0.923839867
Caapa	0	Caapaa	Caapap	0.812196127	0.091071755	-0.135335187
Caapp	0	Caappd	Caappv	-0.493072614	-0.539944029	0.519339372
Cap	0	Capa	Capp	0.905880973	-0.034071681	0.253954381
Capa	0	Capaa	Capap	0.848547963	-0.195565431	0.080225882
Capaa	0	Capaaa	Capaap	0.504840621	-0.48093635	0.583368714
Capaaa	0	Capaaaa	Capaaap	0.943147195	0.010287859	0.054558308
Capaap	0	Capaapa	Capaapp	0.721199663	-0.10415562	0.611959976
Capap	0	Capapa	Capapp	0.46397084	-0.279637614	0.708293639
Capapa	0	Capapaa	Capapap	0.826929287	-0.089659442	0.4039825
Capapp	0	Capappa	Capappp	0.239194189	0.263518747	-0.35814362
Capp	0	Cappa	Cappp	0.605015444	-0.095680756	0.668092711
Cappa	0	Cappaa	Cappap	0.625306707	-0.122959044	0.640319837
Cappaa	0	Cappaaa	Cappaap	0.751241544	-0.439485155	-0.158785496
Cappap	0	Cappapa	Cappapp	0.295463632	-0.376710312	0.810333257
Cappp	0	Capppa	Capppp	0.072610484	-0.416883455	0.823539352
Capppa	0	Capppaa	Capppap	0.370380326	-0.1062403	0.860083696
Capppp	0	Cappppd	Cappppv	-0.619284363	-0.093444967	0.761888676
Cp	0	Cpa	Cpp	0.679209047	0.499286871	0.322714508
Cpa	0	Cpaa	Cpap	0.318769858	0.729333917	0.286173182
Cpaa	0	Cpaaa	Cpaap	0.669534528	0.463161293	0.278404758
Cpaaa	0	Cpaaaa	Cpaaap	0.738436101	-0.026215443	0.29720734
Cpaap	0	Cpaapa	Cpaapp	0.528036985	0.175160402	0.759539394
Cpap	0	Cpapa	Cpapp	0.172224912	0.390333222	0.781134463
Cpapa	0	Cpapaa	Cpapap	0.039087093	-0.506714308	-0.766713941
Cpapp	0	Cpappd	Cpappv	-0.414570141	0.533863411	0.590764654
Cpp	0	Cppa	Cppp	-0.4779495	0.6157061	0.387281089
Cppa	0	Cppaa	Cppap	0.510951804	0.687988977	-0.047559563
Cppaa	0	Cppaaa	Cppaap	0.384156325	0.672052924	0.481301631
Cppaaa	0	Cppaaaa	Cppaaap	0.856535674	0.081645706	-0.00473633
Cppaap	0	Cppaapa	Cppaapp	0.738180774	0.459484191	0.246818845
Cppap	0	Cppapa	Cppapp	0.387007607	0.560757747	0.606386378
Cppapa	0	Cppapaa	Cppapap	0.80479148	0.277866911	0.27620947
Cppapp	0	Cppappa	Cppappp	0.033623304	0.672877497	0.309104864
Cppp	0	Cpppa	Cpppp	0.307015003	0.563418322	0.574644046
Cpppa	0	Cpppaa	Cpppap	0.661129526	0.396262884	0.472002418
Cpppaa	0	Cpppaaa	Cpppaap	0.614544521	0.367950962	-0.51883966
Cpppap	0	Cpppapa	Cpppapp	0.473740554	0.364226759	0.727419633
Cpppp	0	Cppppa	Cppppp	0.046657719	0.649216942	0.632314995
Cppppa	0	Cppppaa	Cppppap	0.517135692	0.358108647	0.711402621
Cppppp	0	Cpppppd	Cpppppv	-0.439114413	0.140046777	0.858948312
D	0	Da	Dp	0.416143071	-0.625379073	0.489079776
Da	0	Daa	Dap	0.85575378	0.1525948	-0.173074314
Daa	0	Daaa	Daap	0.577556513	-0.296909132	0.644536942
Daaa	0	Daaaa	Daaap	0.464335924	-0.317337321	-0.446799246
Daap	0	Daapa	Daapp	0.797330436	-0.079614652	0.331639979
Dap	0	Dapa	Dapp	0.761939307	-0.147174696	0.413139348
Dapa	0	Dapaa	Dapap	0.904555549	-0.050985361	-0.078378286
Dapp	0	Dappa	Dappp	0.67242079	-0.27294688	0.461638251
Dappa	0	Dappaa	Dappap	0.492618968	0.862083194	-0.118908027
Dappp	0	Dapppa	Dapppp	0.443508038	0.887016076	0.128464397
Dp	0	Dpa	Dpp	0.406940465	0.744162053	-0.259290512
Dpa	0	Dpaa	Dpap	0.537367656	0.457455279	0.558764265
Dpaa	0	Dpaaa	Dpaap	0.508992369	0.327203665	-0.639749924
Dpap	0	Dpapa	Dpapp	0.805982293	0.174944061	0.177752023
Dpp	0	Dppa	Dppp	0.701994162	0.552654125	0.072110139
Dppa	0	Dppaa	Dppap	0.878617843	0.027590914	-0.258949755
Dppp	0	Dpppa	Dpppp	0.683766506	0.346637468	0.299542479
Dpppa	0	Dpppaa	Dpppap	0.853942437	0.177779738	-0.077592268
Dpppp	0	Dppppa	Dppppp	0.673173812	0.628295557	-0.389976553
E	0	Ea	Ep	0.809599641	-0.207606311	-0.315581076
Ea	0	Eal	Ear	-0.027460612	-0.864667042	-0.087209859
Eal	0	Eala	Ealp	0.852697445	0.404754231	0.023297031
Eala	0	Ealaa	Ealap	0.885902217	-0.059626367	-0.202352174
Ealaa	0	Ealaad	Ealaav	-0.340420819	0.340420819	0.876485786
Ealp	0	Ealpa	Ealpp	0.889714608	0.017579602	-0.113040515
Ear	0	Eara	Earp	0.744508829	0.519580506	-0.062058
Eara	0	Earaa	Earap	0.917892567	-0.019522862	-0.028700602
Earaa	0	Earaad	Earaav	0.402045978	-0.134015326	0.905758756
Earp	0	Earpa	Earpp	0.878830223	0.158063177	-0.058856094
EMS	0	E	MS	-0.873328507	-0.040052612	0.21715018
Ep	0	Epl	Epr	0.225532966	-0.618664474	0.307221453
Epl	0	Epla	Eplp	0.724003165	0.501531166	0.065811477
Epla	0	Eplaa	Eplap	0.713714453	0.010953048	0.467289685
Eplp	0	Eplpa	Eplpp	0.229915965	0.056143312	0.90229947
Eplpp	0	Eplppa	Eplppp	0.037646404	-0.188232018	0.9814028
Epr	0	Epra	Eprp	0.683745519	0.540880782	0.052315274
Epra	0	Epraa	Eprap	0.790803907	0.237209856	0.303102301
Eprp	0	Eprpa	Eprpp	0.528141476	0.240869879	0.727156188
Eprpp	0	Eprppa	Eprppp	0.180906709	0.452266772	0.873342733
MS	0	MSa	MSp	0.840278726	-0.351896108	-0.02593865
MSa	0	MSaa	MSap	0.765931685	0.238338521	-0.437564623
MSaa	0	MSaaa	MSaap	0.877382459	0.102318361	0.200059756
MSaaa	0	MSaaaa	MSaaap	0.845495356	0.30226559	0.174244635
MSaaaa	0	MSaaaaa	MSaaaap	0.761843976	0.270060797	-0.417115233
MSaaaaa	0	MSaaaaaa	MSaaaaap	0.722528688	0.250571735	-0.423551866
MSaaaaaa	0	MSaaaaaal	MSaaaaaar	0.724348933	-0.620870514	0.299730593
MSaaaaap	0	MSaaaaapa	MSaaaaapp	0.775240737	0.005867417	-0.428790314
MSaaaaapa	0	MSaaaaapaa	MSaaaaapap	0.918827808	-0.287099347	0.177746034
MSaaaap	0	MSaaaapa	MSaaaapp	0.841239578	0.15890749	-0.178116956
MSaaaapa	0	MSaaaapaa	MSaaaapap	0.860687004	0.102186766	0.183061329
MSaaaapp	0	MSaaaappa	MSaaaappp	0.913107071	-0.077049568	0.112425545
MSaaap	0	MSaaapa	MSaaapp	0.871834366	0.135077555	-0.06376316
MSaaapa	0	MSaaapaa	MSaaapap	0.799025833	0.037154646	-0.462083163
MSaaapaa	0	MSaaapaaa	MSaaapaap	0.831673326	0.153608392	-0.188518976
MSaaapap	0	MSaaapapa	MSaaapapp	0.911549434	-0.1173024	-0.089530043
MSaaapp	0	MSaaappa	MSaaappp	0.770916086	-0.396285536	-0.249439384
MSaap	0	MSaapa	MSaapp	0.859717665	0.20153763	-0.045796955
MSaapa	0	MSaapaa	MSaapap	0.908283184	0.082142068	0.100543261
MSaapaa	0	MSaapaaa	MSaapaap	0.576613471	0.140787413	-0.726079043
MSaapaaa	0	MSaapaaaa	MSaapaaap	0.771909114	-0.007935371	-0.540163279
MSaapaap	0	MSaapaapa	MSaapaapp	0.82471699	-0.07183275	-0.41006787
MSaapap	0	MSaapapa	MSaapapp	0.827864614	-0.122245669	-0.187908555
MSaapapa	0	MSaapapaa	MSaapapap	0.102228556	0.664485616	0.740275752
MSaapapp	0	MSaapappa	MSaapappp	0.864479033	0.129811798	-0.169232127
MSaapp	0	MSaappa	MSaappp	0.875154097	0.167085493	-0.171163047
MSaappa	0	MSaappaa	MSaappap	0.743739943	0.361298896	-0.280734982
MSaappp	0	MSaapppa	MSaapppp	0.759511395	-0.215211919	0.283706131
MSaapppa	0	MSaapppaa	MSaapppap	0.901737512	0.087357553	-0.19663618
MSaapppp	0	MSaappppa	MSaappppp	0.595039323	0.765050558	-0.246223168
MSap	0	MSapa	MSapp	0.859909769	-0.155279265	0.275204348
MSapa	0	MSapaa	MSapap	0.843059232	0.298479322	0.014056285
MSapaa	0	MSapaaa	MSapaap	0.884310264	0.01866937	-0.013492898
MSapaaa	0	MSapaaaa	MSapaaap	0.900512855	-0.147185021	-0.062513733
MSapaaaa	0	MSapaaaad	MSapaaaav	0.252860773	0.632151931	0.732424307
MSapaap	0	MSapaapa	MSapaapp	0.784999557	0.137217527	-0.391388761
MSapap	0	MSapapa	MSapapp	0.906630748	-0.155644694	-0.181773357
MSapapa	0	MSapapaa	MSapapap	0.851634589	0.065487064	-0.235004732
MSapapp	0	MSapappa	MSapappp	0.884867663	-0.167112037	-0.191904019
MSapp	0	MSappa	MSappp	0.85684653	0.272700004	-0.141207719
MSappa	0	MSappaa	MSappap	0.8714858	-0.04361068	0.337198592
MSappaa	0	MSappaaa	MSappaap	0.897437579	0.033712005	-0.135346442
MSappap	0	MSappapa	MSappapp	0.829656137	-0.291574377	-0.263169405
MSappp	0	MSapppa	MSapppp	0.891725068	-0.151043957	0.078519748
MSapppa	0	MSapppaa	MSapppap	0.661130009	-0.158395001	-0.547729156
MSapppp	0	MSappppa	MSappppp	0.843698035	-0.171576199	0.247703603
MSp	0	MSpa	MSpp	0.938236942	-0.045756376	-0.020611736
MSpa	0	MSpaa	MSpap	0.744505414	0.488357095	0.234055063
MSpaa	0	MSpaaa	MSpaap	0.802342029	0.400122573	0.022514436
MSpaaa	0	MSpaaaa	MSpaaap	0.769815187	0.144007989	-0.439096913
MSpaaaa	0	MSpaaaaa	MSpaaaap	0.842407932	0.276049789	-0.23634734
MSpaaaaa	0	MSpaaaaaa	MSpaaaaap	0.921773543	0.028834673	-0.163503641
MSpaaaap	0	MSpaaaapa	MSpaaaapp	0.756820065	-0.178469661	-0.331638312
MSpaaap	0	MSpaaapa	MSpaaapp	0.868235615	0.154984911	-0.160620072
MSpaaapa	0	MSpaaapaa	MSpaaapap	0.891084688	0.125058645	0.226418265
MSpaaapp	0	MSpaaappa	MSpaaappp	0.928770643	0.11659679	-0.146991412
MSpaap	0	MSpaapa	MSpaapp	0.828796175	0.238977823	0.251662704
MSpaapa	0	MSpaapaa	MSpaapap	0.830282324	-0.171961225	-0.216783803
MSpaapaa	0	MSpaapaaa	MSpaapaap	0.823378837	0.158394431	0.087357677
MSpaapap	0	MSpaapapa	MSpaapapp	0.913387683	0.076385302	-0.152653821
MSpap	0	MSpapa	MSpapp	0.77762133	0.480146234	0.048250031
MSpapa	0	MSpapaa	MSpapap	0.879341645	0.220373254	0.103324966
MSpapaa	0	MSpapaaa	MSpapaap	0.716029722	-0.125867878	-0.603236264
MSpapaaa	0	MSpapaaaa	MSpapaaap	0.760416509	0.180582083	-0.507571039
MSpapaap	0	MSpapaapa	MSpapaapp	0.831109033	0.076506865	-0.421415323
MSpapap	0	MSpapapa	MSpapapp	0.847044852	0.268640013	-0.178236165
MSpapapa	0	MSpapapaa	MSpapapap	0.552163797	-0.18207584	0.453717644
MSpapapp	0	MSpapappa	MSpapappp	0.830851527	0.195234562	-0.237371445
MSpapp	0	MSpappa	MSpappp	0.755494097	0.444913892	-0.263769916
MSpappa	0	MSpappaa	MSpappap	0.130850993	-0.866260577	-0.242358333
MSpappp	0	MSpapppa	MSpapppp	0.730433652	0.536611502	0.004758603
MSpapppa	0	MSpapppaa	MSpapppap	0.792189296	0.46483251	-0.027461022
MSpapppp	0	MSpappppa	MSpappppp	0.358851645	0.820232332	-0.445471008
MSpp	0	MSppa	MSppp	0.463890139	0.787469566	0.082288211
MSppa	0	MSppaa	MSppap	0.59338199	0.590716572	0.171604124
MSppaa	0	MSppaaa	MSppaap	0.928758586	0.11544521	-0.08417135
MSppaaa	0	MSppaaaa	MSppaaap	0.80698465	0.168441592	-0.357784267
MSppaaaa	0	MSppaaaad	MSppaaaav	0.043517748	0.65276622	0.756308448
MSppaap	0	MSppaapa	MSppaapp	0.804353723	-0.000403133	-0.494934422
MSppap	0	MSppapa	MSppapp	0.865337979	0.265292296	0.010907471
MSppapa	0	MSppapaa	MSppapap	0.862709514	0.14753809	-0.190992123
MSppapp	0	MSppappa	MSppappp	0.856022217	0.170108667	-0.261731318
MSppp	0	MSpppa	MSpppp	0.546381965	0.671095959	-0.026501396
MSpppa	0	MSpppaa	MSpppap	0.820561085	0.289431855	0.242775778
MSpppaa	0	MSpppaaa	MSpppaap	0.744947793	-0.142394358	-0.524714049
MSpppap	0	MSpppapa	MSpppapp	0.780878246	0.390297218	-0.118032113
MSpppp	0	MSppppa	MSppppp	0.791679578	0.425232739	-0.059376234
MSppppa	0	MSppppaa	MSppppap	0.678214957	0.220555206	-0.558170211
MSppppp	0	MSpppppa	MSpppppp	0.829415524	0.275444086	0.055216721
P1	0	EMS	P2	0.770630768	-0.369512223	-0.19335142
P2	0	C	P3	0.243762364	0.821339485	0.204969878
P3	0	D	P4	-0.172728188	0.776027191	0.108359648
P4	0	Z2	Z3	-0.861590005	0.148060047	-0.245855061
